h,k,l,I,sigma,intensity,frame,gx,gy,gz,g_norm
-12,-2,-2,477399.97,7669.09,,,-2.27186,0.02744000000000002,0.0925,2.273907883622378
-12,8,-6,2907.48,1097.97,,,-2.02682,-0.7156600000000002,1.9182799999999998,2.880966279983159
-12,12,-8,1530.27,986.31,,,-1.93804,-0.9614,2.7005999999999997,3.460278798247332
-11,-15,3,1347.1,1075.83,,,-2.41518,1.05936,-2.26281,3.4750031853366696
-11,-9,1,2569.84,1306.39,,,-2.2589200000000003,0.5619999999999999,-1.21935,2.627808590613099
-11,1,-3,19518.1,1780.73,,,-2.01388,-0.1811,0.60643,2.1109872593883647
-11,15,-9,720.31,940.18,,,-1.68006,-1.16994,3.2145299999999994,3.811110642332494
-10,-18,4,788.74,1004.63,,,-2.31346,1.3481800000000002,-2.79234,3.868701223873459
-10,-12,2,2232.18,1088.66,,,-2.1572,0.8508199999999999,-1.74888,2.9044771933688858
-10,-6,0,19451.12,1612.2,,,-2.0009400000000004,0.35346,-0.7054199999999999,2.150886382773391
-10,4,-4,3876.26,1264.36,,,-1.7559000000000002,-0.3896400000000001,1.1203599999999998,2.1190117199298357
-9,7,-5,8789.29,1104.7,,,-1.4979200000000001,-0.5981799999999999,1.6342899999999998,2.296189766308525
-9,11,-7,1414.84,990.6,,,-1.40914,-0.8439200000000001,2.41661,2.921965160315913
-9,15,-9,-215.61,937.21,,,-1.3203600000000002,-1.0896600000000003,3.19893,3.628203769098423
-8,-16,4,3012.91,976.36,,,-1.88628,1.1768399999999999,-2.5468,3.380709224999985
-8,-10,2,8972.75,1162.97,,,-1.7300200000000001,0.6794800000000001,-1.50334,2.3905424962547728
-8,10,-6,4608.76,1012.4,,,-1.2399400000000003,-0.8067200000000001,2.14822,2.6082748188026508
-8,14,-8,-58.57,941.54,,,-1.15116,-1.0524600000000002,2.9305399999999997,3.3197750057496362
-7,-19,5,1196.1,968.11,,,-1.78456,1.46566,-3.07633,3.846637479422775
-7,-13,3,972.61,1010.33,,,-1.6283,0.9683000000000002,-2.03287,2.778763433057949
-7,-7,1,16861.37,1301.33,,,-1.47204,0.47094,-0.98941,1.8351071885042574
-7,13,-7,510.95,945.24,,,-0.9819599999999999,-1.01526,2.66215,3.013642469122706
-7,17,-9,1080.17,907.69,,,-0.8931800000000001,-1.2610000000000001,3.4444699999999995,3.775217224650788
-5,-17,5,2854.62,947.06,,,-1.35738,1.2943200000000001,-2.83079,3.395749806876237
-5,-11,3,6266.9,1049.01,,,-1.2011200000000002,0.7969600000000001,-1.78733,2.2961670289637035
-5,9,-5,8506.31,998.92,,,-0.7110400000000001,-0.6892400000000001,1.8642299999999998,2.1109199776637673
-5,13,-7,907.2,943.74,,,-0.62226,-0.93498,2.64655,2.8749994800869096
-5,17,-9,422.44,903.25,,,-0.5334800000000002,-1.18072,3.4288699999999994,3.665494524030829
-4,-20,6,59.95,889.29,,,-1.2556600000000002,1.5831400000000002,-3.36032,3.921066793310209
-4,-14,4,1246.14,936.84,,,-1.0994,1.0857800000000002,-2.3168599999999997,2.784858852437588
-4,-8,2,9538.69,1107.75,,,-0.94314,0.5884199999999999,-1.2734,1.6903546124999924
-4,-2,0,13033.13,2089.99,,,-0.78688,0.09106,-0.22993999999999998,0.8248299592037137
-4,12,-6,1446.32,916.94,,,-0.45306,-0.89778,2.37816,2.5820374276140923
-4,16,-8,1149.37,910.05,,,-0.36428000000000005,-1.1435199999999999,3.1604799999999997,3.38067622513603
-3,1,-1,297891.38,2701.97,,,-0.5288999999999999,-0.11748,0.28398999999999996,0.6117083295983469
-3,19,-9,196.8,908.37,,,-0.10629999999999998,-1.3520600000000003,3.6744099999999995,3.916714794531253
-2,-18,6,1342.35,897.74,,,-0.82848,1.4118,-3.11478,3.518723177347147
-2,-12,4,1002.36,939.98,,,-0.67222,0.91444,-2.07132,2.3618735750247093
-2,4,-2,127323.16,1736.86,,,-0.27092000000000005,-0.32602000000000003,0.79792,0.9035280920923267
-1,-15,5,1869.86,896.58,,,-0.5705,1.20326,-2.60085,2.9219386715158824
-1,-9,3,18654.41,1095.24,,,-0.41424,0.7059,-1.55739,1.7593615886735734
-1,-3,1,150402.08,1938.73,,,-0.25798,0.20854000000000003,-0.51393,0.6116916354667604
-1,7,-3,16824.18,1117.0,,,-0.012940000000000014,-0.53456,1.31185,1.4166411894689495
-1,11,-5,7230.47,990.95,,,0.07583999999999999,-0.7803,2.09417,2.236105494939807
-1,15,-7,1751.57,911.13,,,0.16462,-1.02604,2.87649,3.058439560641995
-1,19,-9,-440.96,903.4,,,0.25339999999999996,-1.2717800000000001,3.6588099999999995,3.8818200041346578
0,-18,6,584.98,890.39,,,-0.46878,1.49208,-3.13038,3.4993337021781734
0,14,-6,4417.92,934.13,,,0.33382,-0.9888400000000002,2.6081,2.8091681950356766
0,18,-8,421.58,906.11,,,0.4226,-1.23458,3.3904199999999998,3.6328675055388406
1,-13,5,3691.01,955.91,,,-0.14332,1.03192,-2.35531,2.5754387402731984
1,3,-1,168156.12,2024.36,,,0.25798,-0.20854000000000003,0.51393,0.6116916354667604
2,-16,6,1338.09,935.41,,,-0.04159999999999997,1.3207400000000002,-2.88484,3.1730720970693373
2,-10,4,11761.54,1011.75,,,0.11466000000000003,0.8233800000000001,-1.84138,2.0203420117395967
2,-4,2,128873.05,1736.84,,,0.27092000000000005,0.32602000000000003,-0.79792,0.9035280920923267
2,6,-2,36493.6,1286.06,,,0.51596,-0.41708000000000006,1.02786,1.2233832709335208
2,10,-4,13373.51,1065.81,,,0.60474,-0.6628200000000001,1.81018,2.0203446370359686
3,-19,7,766.42,849.29,,,0.06011999999999998,1.60956,-3.41437,3.775211292749056
3,-1,1,406128.88,2907.95,,,0.5288999999999999,0.11748,-0.28398999999999996,0.6117083295983469
3,13,-5,7780.38,995.77,,,0.8627199999999999,-0.8713599999999999,2.32411,2.6277445347864394
3,17,-7,641.96,905.45,,,0.9515,-1.1170999999999998,3.10643,3.435574479603084
4,2,0,21556.63,2145.26,,,0.78688,-0.09106,0.22993999999999998,0.8248299592037137
5,-17,7,255.59,887.46,,,0.4873000000000001,1.4382199999999998,-3.16883,3.5138898143368125
5,-11,5,5013.01,972.48,,,0.6435600000000001,0.94086,-2.1253699999999998,2.411759658444431
5,5,-1,50803.96,1514.43,,,1.0448600000000001,-0.2996,0.74387,1.3171314120086879
6,-14,6,467.96,932.29,,,0.7452799999999999,1.22968,-2.6549,3.019279581423357
6,-8,4,1496.42,1025.69,,,0.90154,0.73232,-1.61144,1.9864052526108564
6,12,-4,2816.23,1010.15,,,1.3916199999999999,-0.75388,2.04012,2.582059428673167
6,16,-6,968.16,984.43,,,1.4804,-0.9996200000000002,2.82244,3.3402083554772446
7,-17,7,857.27,890.43,,,0.847,1.5185,-3.18443,3.628201438026836
7,19,-7,1139.03,944.73,,,1.73838,-1.20816,3.33637,3.9513264085494124
8,8,-2,4467.78,1214.11,,,1.66254,-0.42785999999999996,1.2422,2.1190007718733845
9,-15,7,929.51,934.14,,,1.27418,1.3471600000000001,-2.9388900000000002,3.474974700641719
9,-9,5,4099.41,1038.92,,,1.4304400000000002,0.8498000000000001,-1.8954299999999997,2.5220970477957425
9,11,-3,4115.81,1144.71,,,1.9205200000000002,-0.6364000000000001,1.75613,2.6790659953237435
9,15,-5,882.71,1013.84,,,2.0093,-0.8821399999999999,2.53845,3.3554710358010844
10,-12,6,1417.95,974.28,,,1.5321600000000002,1.1386200000000002,-2.42496,3.086162790845616
10,-6,4,15707.84,1201.99,,,1.6884200000000003,0.64126,-1.3815,2.2738774667954296
10,18,-6,538.66,1014.8,,,2.2672800000000004,-1.09068,3.05238,3.95564977281862
11,-15,7,-117.0,928.77,,,1.63388,1.4274399999999998,-2.95449,3.6655367912626384
11,-3,3,10692.47,1451.81,,,1.9464,0.4327200000000001,-0.86757,2.1744878163144534
11,7,-1,10159.25,1477.56,,,2.19144,-0.31038,0.95821,2.4118274030493976
12,0,2,6148.66,2183.21,,,2.20438,0.22418,-0.35363999999999995,2.243793463400765
12,10,-2,4707.75,1259.7,,,2.44942,-0.51892,1.47214,2.90450210576615
12,14,-4,3.15,1082.72,,,2.5382,-0.76466,2.25446,3.4799071894520406
13,-13,7,367.74,1008.14,,,2.06106,1.2561,-2.7089499999999997,3.628245531396683
13,3,1,105499.59,5298.23,,,2.46236,0.015640000000000043,0.16028999999999996,2.467621174998302
14,-10,6,660.27,1044.27,,,2.3190399999999998,1.04756,-2.19502,3.3605715697779743
14,-4,4,4722.72,1368.35,,,2.4753,0.5501999999999999,-1.15156,2.7849453430184226
14,6,0,4853.52,1857.57,,,2.72034,-0.19290000000000002,0.6742199999999999,2.809276193968831
14,10,-2,760.72,1328.25,,,2.80912,-0.43864,1.45654,3.1945373680080817
15,-13,7,251.51,1005.33,,,2.4207600000000005,1.3363800000000001,-2.72455,3.881902006040338
15,-7,5,1469.02,1175.31,,,2.57702,0.8390200000000001,-1.6810899999999998,3.1892084016100295
15,-1,3,7048.33,1834.69,,,2.73328,0.3416600000000001,-0.6376299999999999,2.827388040382855
15,13,-3,949.93,1209.8,,,3.0671,-0.6471800000000001,1.97047,3.7025256762512804
16,-10,6,969.19,1078.88,,,2.67874,1.1278400000000002,-2.21062,3.651645086478148
16,-4,4,2268.06,1384.62,,,2.835,0.63048,-1.16716,3.1300147756839745
16,6,0,3045.38,1985.91,,,3.0800400000000003,-0.11262,0.65862,3.151683672325001
17,-1,3,2079.57,1852.67,,,3.0929800000000003,0.42194,-0.65323,3.1892425553569925
17,9,-1,904.77,1527.35,,,3.33802,-0.32116,1.17255,3.5525194958648716
17,13,-3,2128.54,1265.81,,,3.4268,-0.5669000000000001,1.9548699999999999,3.9857057802727986
18,-8,6,-217.98,1171.05,,,3.1059200000000002,0.9565000000000001,-1.96508,3.797784973217942
18,2,2,7425.55,3213.22,,,3.3509600000000006,0.21340000000000003,-0.1393,3.360636393839715
19,-5,5,1052.86,1345.75,,,3.3639000000000006,0.74796,-1.45115,3.739131409044085
19,5,1,9914.08,4154.13,,,3.60894,0.0048599999999999755,0.3746299999999999,3.6283355936434547
19,9,-1,1475.12,1619.02,,,3.6977200000000003,-0.24088,1.15695,3.8819698189578964
20,-2,4,1972.37,1658.43,,,3.62188,0.5394200000000001,-0.9372199999999999,3.779863754052519
21,5,1,10171.14,4123.05,,,3.9686399999999997,0.08514,0.35902999999999996,3.9857564915709536
-21,-1,-5,4346.18,2163.02,,,-3.92604,-0.07338000000000003,0.68333,3.9857389019979723
-20,-8,-2,1914.99,2022.98,,,-3.9131000000000005,0.46118,-0.62852,3.9899969915778137
-20,2,-6,3489.22,1569.36,,,-3.66806,-0.2819200000000001,1.19726,3.868794974872667
-19,-5,-3,8061.12,3642.39,,,-3.65512,0.25264000000000003,-0.11458999999999994,3.665632285445446
-19,5,-7,806.5,1292.11,,,-3.4100800000000007,-0.49046,1.71119,3.8467346976494237
-18,-12,0,2112.03,1391.01,,,-3.64218,0.7872,-1.42644,3.989973692394475
-18,-6,-2,2354.36,1973.51,,,-3.4859200000000006,0.28984,-0.38297999999999993,3.5188519651158963
-18,4,-6,1726.69,1375.23,,,-3.24088,-0.45326000000000016,1.4427999999999999,3.5763696176430084
-18,8,-8,1087.1,1179.67,,,-3.1521000000000003,-0.6990000000000001,2.22512,3.921159831529442
-17,-9,-1,1509.76,1611.14,,,-3.3842,0.5786600000000001,-0.9125099999999999,3.5525105961418326
-17,-3,-3,117392.69,8055.42,,,-3.2279400000000003,0.08130000000000007,0.13095000000000004,3.2316178976017573
-17,7,-7,740.7,1176.81,,,-2.9829000000000003,-0.6618,1.9567299999999999,3.6282866401236826
-16,-10,0,1185.82,1447.06,,,-3.2150000000000003,0.6158600000000001,-1.1808999999999998,3.4799473199460937
-16,0,-4,10534.91,1987.53,,,-2.9699600000000004,-0.12724000000000002,0.64488,3.041828830424224
-15,-13,1,698.25,1228.77,,,-3.11328,0.90468,-1.71043,3.6655871351940332
-15,-7,-1,5016.36,1811.37,,,-2.95702,0.40732,-0.66697,3.058549630740034
-15,3,-5,2839.38,1435.51,,,-2.71198,-0.3357800000000001,1.15881,2.96823589778508
-14,2,-4,4405.79,1588.02,,,-2.5427799999999996,-0.29857999999999996,0.89042,2.710669275511123
-14,6,-6,927.87,1183.03,,,-2.4539999999999997,-0.5443200000000001,1.67274,3.0193475073267066
-13,-17,3,1084.28,1036.6,,,-2.84236,1.2307000000000001,-2.50835,3.985655853444951
-13,-11,1,1049.25,1236.12,,,-2.6861,0.73334,-1.46489,3.1462395772890535
-13,-5,-1,13076.36,2002.76,,,-2.5298399999999996,0.23597999999999997,-0.42142999999999997,2.5755349407259063
-13,5,-5,2090.0,1216.21,,,-2.2848,-0.50712,1.40435,2.729410313034667
-13,9,-7,1583.01,1051.3,,,-2.1960200000000003,-0.7528600000000002,2.18667,3.189173515019213
-13,13,-9,412.88,979.29,,,-2.10724,-0.9986,2.96899,3.775256812151989
-12,-2,-2,477399.97,7669.09,,,-2.27186,0.02744000000000002,0.0925,2.273907883622378
-12,12,-8,1530.27,986.31,,,-1.93804,-0.9614,2.7005999999999997,3.460278798247332
-11,-15,3,1347.1,1075.83,,,-2.41518,1.05936,-2.26281,3.4750031853366696
-11,-9,1,2569.84,1306.39,,,-2.2589200000000003,0.5619999999999999,-1.21935,2.627808590613099
-11,1,-3,19518.1,1780.73,,,-2.01388,-0.1811,0.60643,2.1109872593883647
-11,15,-9,720.31,940.18,,,-1.68006,-1.16994,3.2145299999999994,3.811110642332494
-10,-18,4,788.74,1004.63,,,-2.31346,1.3481800000000002,-2.79234,3.868701223873459
-10,-12,2,2232.18,1088.66,,,-2.1572,0.8508199999999999,-1.74888,2.9044771933688858
-10,-6,0,19451.12,1612.2,,,-2.0009400000000004,0.35346,-0.7054199999999999,2.150886382773391
-10,4,-4,3876.26,1264.36,,,-1.7559000000000002,-0.3896400000000001,1.1203599999999998,2.1190117199298357
-9,7,-5,8789.29,1104.7,,,-1.4979200000000001,-0.5981799999999999,1.6342899999999998,2.296189766308525
-9,11,-7,1414.84,990.6,,,-1.40914,-0.8439200000000001,2.41661,2.921965160315913
-9,15,-9,-215.61,937.21,,,-1.3203600000000002,-1.0896600000000003,3.19893,3.628203769098423
-8,-16,4,3012.91,976.36,,,-1.88628,1.1768399999999999,-2.5468,3.380709224999985
-8,-10,2,8972.75,1162.97,,,-1.7300200000000001,0.6794800000000001,-1.50334,2.3905424962547728
-8,10,-6,4608.76,1012.4,,,-1.2399400000000003,-0.8067200000000001,2.14822,2.6082748188026508
-8,14,-8,-58.57,941.54,,,-1.15116,-1.0524600000000002,2.9305399999999997,3.3197750057496362
-7,-19,5,1196.1,968.11,,,-1.78456,1.46566,-3.07633,3.846637479422775
-7,-13,3,972.61,1010.33,,,-1.6283,0.9683000000000002,-2.03287,2.778763433057949
-7,-7,1,16861.37,1301.33,,,-1.47204,0.47094,-0.98941,1.8351071885042574
-7,17,-9,1080.17,907.69,,,-0.8931800000000001,-1.2610000000000001,3.4444699999999995,3.775217224650788
-5,-17,5,2854.62,947.06,,,-1.35738,1.2943200000000001,-2.83079,3.395749806876237
-5,-11,3,6266.9,1049.01,,,-1.2011200000000002,0.7969600000000001,-1.78733,2.2961670289637035
-5,9,-5,8506.31,998.92,,,-0.7110400000000001,-0.6892400000000001,1.8642299999999998,2.1109199776637673
-5,13,-7,907.2,943.74,,,-0.62226,-0.93498,2.64655,2.8749994800869096
-5,17,-9,422.44,903.25,,,-0.5334800000000002,-1.18072,3.4288699999999994,3.665494524030829
-4,-20,6,59.95,889.29,,,-1.2556600000000002,1.5831400000000002,-3.36032,3.921066793310209
-4,-14,4,1246.14,936.84,,,-1.0994,1.0857800000000002,-2.3168599999999997,2.784858852437588
-4,-2,0,13033.13,2089.99,,,-0.78688,0.09106,-0.22993999999999998,0.8248299592037137
-4,12,-6,1446.32,916.94,,,-0.45306,-0.89778,2.37816,2.5820374276140923
-4,16,-8,1149.37,910.05,,,-0.36428000000000005,-1.1435199999999999,3.1604799999999997,3.38067622513603
-3,1,-1,297891.38,2701.97,,,-0.5288999999999999,-0.11748,0.28398999999999996,0.6117083295983469
-3,19,-9,196.8,908.37,,,-0.10629999999999998,-1.3520600000000003,3.6744099999999995,3.916714794531253
-2,-18,6,1342.35,897.74,,,-0.82848,1.4118,-3.11478,3.518723177347147
-2,-12,4,1002.36,939.98,,,-0.67222,0.91444,-2.07132,2.3618735750247093
-2,4,-2,127323.16,1736.86,,,-0.27092000000000005,-0.32602000000000003,0.79792,0.9035280920923267
-1,-15,5,1869.86,896.58,,,-0.5705,1.20326,-2.60085,2.9219386715158824
-1,-9,3,18654.41,1095.24,,,-0.41424,0.7059,-1.55739,1.7593615886735734
-1,-3,1,150402.08,1938.73,,,-0.25798,0.20854000000000003,-0.51393,0.6116916354667604
-1,11,-5,7230.47,990.95,,,0.07583999999999999,-0.7803,2.09417,2.236105494939807
-1,15,-7,1751.57,911.13,,,0.16462,-1.02604,2.87649,3.058439560641995
-1,19,-9,-440.96,903.4,,,0.25339999999999996,-1.2717800000000001,3.6588099999999995,3.8818200041346578
0,-18,6,584.98,890.39,,,-0.46878,1.49208,-3.13038,3.4993337021781734
0,14,-6,4417.92,934.13,,,0.33382,-0.9888400000000002,2.6081,2.8091681950356766
0,18,-8,421.58,906.11,,,0.4226,-1.23458,3.3904199999999998,3.6328675055388406
1,-19,7,149.94,891.59,,,-0.29957999999999996,1.52928,-3.39877,3.738994919453622
1,-13,5,3691.01,955.91,,,-0.14332,1.03192,-2.35531,2.5754387402731984
1,3,-1,168156.12,2024.36,,,0.25798,-0.20854000000000003,0.51393,0.6116916354667604
2,-16,6,1338.09,935.41,,,-0.04159999999999997,1.3207400000000002,-2.88484,3.1730720970693373
2,-10,4,11761.54,1011.75,,,0.11466000000000003,0.8233800000000001,-1.84138,2.0203420117395967
2,-4,2,128873.05,1736.84,,,0.27092000000000005,0.32602000000000003,-0.79792,0.9035280920923267
2,6,-2,36493.6,1286.06,,,0.51596,-0.41708000000000006,1.02786,1.2233832709335208
2,10,-4,13373.51,1065.81,,,0.60474,-0.6628200000000001,1.81018,2.0203446370359686
2,18,-8,42.47,906.09,,,0.7823,-1.1542999999999999,3.3748199999999997,3.6515492345578466
3,-19,7,766.42,849.29,,,0.06011999999999998,1.60956,-3.41437,3.775211292749056
3,-1,1,406128.88,2907.95,,,0.5288999999999999,0.11748,-0.28398999999999996,0.6117083295983469
3,13,-5,7780.38,995.77,,,0.8627199999999999,-0.8713599999999999,2.32411,2.6277445347864394
3,17,-7,641.96,905.45,,,0.9515,-1.1170999999999998,3.10643,3.435574479603084
4,2,0,21556.63,2145.26,,,0.78688,-0.09106,0.22993999999999998,0.8248299592037137
5,-17,7,255.59,887.46,,,0.4873000000000001,1.4382199999999998,-3.16883,3.5138898143368125
5,-11,5,5013.01,972.48,,,0.6435600000000001,0.94086,-2.1253699999999998,2.411759658444431
5,5,-1,50803.96,1514.43,,,1.0448600000000001,-0.2996,0.74387,1.3171314120086879
5,9,-3,12554.09,1099.3,,,1.1336400000000002,-0.54534,1.52619,1.97782488640931
6,-14,6,467.96,932.29,,,0.7452799999999999,1.22968,-2.6549,3.019279581423357
6,-8,4,1496.42,1025.69,,,0.90154,0.73232,-1.61144,1.9864052526108564
6,-2,2,11726.92,1512.69,,,1.0577999999999999,0.23496,-0.5679799999999999,1.2234166591966937
6,12,-4,2816.23,1010.15,,,1.3916199999999999,-0.75388,2.04012,2.582059428673167
6,16,-6,968.16,984.43,,,1.4804,-0.9996200000000002,2.82244,3.3402083554772446
7,-17,7,857.27,890.43,,,0.847,1.5185,-3.18443,3.628201438026836
7,19,-7,1139.03,944.73,,,1.73838,-1.20816,3.33637,3.9513264085494124
8,-12,6,1677.88,982.46,,,1.17246,1.05834,-2.40936,2.8809306858721886
8,8,-2,4467.78,1214.11,,,1.66254,-0.42785999999999996,1.2422,2.1190007718733845
9,-15,7,929.51,934.14,,,1.27418,1.3471600000000001,-2.9388900000000002,3.474974700641719
9,-9,5,4099.41,1038.92,,,1.4304400000000002,0.8498000000000001,-1.8954299999999997,2.5220970477957425
9,11,-3,4115.81,1144.71,,,1.9205200000000002,-0.6364000000000001,1.75613,2.6790659953237435
9,15,-5,882.71,1013.84,,,2.0093,-0.8821399999999999,2.53845,3.3554710358010844
10,-12,6,1417.95,974.28,,,1.5321600000000002,1.1386200000000002,-2.42496,3.086162790845616
10,-6,4,15707.84,1201.99,,,1.6884200000000003,0.64126,-1.3815,2.2738774667954296
10,18,-6,538.66,1014.8,,,2.2672800000000004,-1.09068,3.05238,3.95564977281862
11,-15,7,-117.0,928.77,,,1.63388,1.4274399999999998,-2.95449,3.6655367912626384
11,-3,3,10692.47,1451.81,,,1.9464,0.4327200000000001,-0.86757,2.1744878163144534
11,7,-1,10159.25,1477.56,,,2.19144,-0.31038,0.95821,2.4118274030493976
12,0,2,6148.66,2183.21,,,2.20438,0.22418,-0.35363999999999995,2.243793463400765
12,10,-2,4707.75,1259.7,,,2.44942,-0.51892,1.47214,2.90450210576615
12,14,-4,3.15,1082.72,,,2.5382,-0.76466,2.25446,3.4799071894520406
13,-13,7,367.74,1008.14,,,2.06106,1.2561,-2.7089499999999997,3.628245531396683
13,-7,5,1055.47,1116.38,,,2.21732,0.75874,-1.66549,2.8750741399310034
13,3,1,105499.59,5298.23,,,2.46236,0.015640000000000043,0.16028999999999996,2.467621174998302
14,-10,6,660.27,1044.27,,,2.3190399999999998,1.04756,-2.19502,3.3605715697779743
14,-4,4,4722.72,1368.35,,,2.4753,0.5501999999999999,-1.15156,2.7849453430184226
14,6,0,4853.52,1857.57,,,2.72034,-0.19290000000000002,0.6742199999999999,2.809276193968831
14,10,-2,760.72,1328.25,,,2.80912,-0.43864,1.45654,3.1945373680080817
14,14,-4,745.8,1116.38,,,2.8979,-0.6843800000000001,2.23886,3.7254119898341442
15,-13,7,251.51,1005.33,,,2.4207600000000005,1.3363800000000001,-2.72455,3.881902006040338
15,-7,5,1469.02,1175.31,,,2.57702,0.8390200000000001,-1.6810899999999998,3.1892084016100295
15,-1,3,7048.33,1834.69,,,2.73328,0.3416600000000001,-0.6376299999999999,2.827388040382855
15,13,-3,949.93,1209.8,,,3.0671,-0.6471800000000001,1.97047,3.7025256762512804
16,-10,6,969.19,1078.88,,,2.67874,1.1278400000000002,-2.21062,3.651645086478148
16,-4,4,2268.06,1384.62,,,2.835,0.63048,-1.16716,3.1300147756839745
16,6,0,3045.38,1985.91,,,3.0800400000000003,-0.11262,0.65862,3.151683672325001
17,-1,3,2079.57,1852.67,,,3.0929800000000003,0.42194,-0.65323,3.1892425553569925
17,9,-1,904.77,1527.35,,,3.33802,-0.32116,1.17255,3.5525194958648716
17,13,-3,2128.54,1265.81,,,3.4268,-0.5669000000000001,1.9548699999999999,3.9857057802727986
18,-8,6,-217.98,1171.05,,,3.1059200000000002,0.9565000000000001,-1.96508,3.797784973217942
18,2,2,7425.55,3213.22,,,3.3509600000000006,0.21340000000000003,-0.1393,3.360636393839715
19,-5,5,1052.86,1345.75,,,3.3639000000000006,0.74796,-1.45115,3.739131409044085
19,5,1,9914.08,4154.13,,,3.60894,0.0048599999999999755,0.3746299999999999,3.6283355936434547
19,9,-1,1475.12,1619.02,,,3.6977200000000003,-0.24088,1.15695,3.8819698189578964
20,-2,4,1972.37,1658.43,,,3.62188,0.5394200000000001,-0.9372199999999999,3.779863754052519
21,5,1,10171.14,4123.05,,,3.9686399999999997,0.08514,0.35902999999999996,3.9857564915709536
-21,-1,-5,4346.18,2163.02,,,-3.92604,-0.07338000000000003,0.68333,3.9857389019979723
-20,-8,-2,1914.99,2022.98,,,-3.9131000000000005,0.46118,-0.62852,3.9899969915778137
-20,2,-6,3489.22,1569.36,,,-3.66806,-0.2819200000000001,1.19726,3.868794974872667
-19,-5,-3,8061.12,3642.39,,,-3.65512,0.25264000000000003,-0.11458999999999994,3.665632285445446
-19,5,-7,806.5,1292.11,,,-3.4100800000000007,-0.49046,1.71119,3.8467346976494237
-18,-12,0,2112.03,1391.01,,,-3.64218,0.7872,-1.42644,3.989973692394475
-18,-6,-2,2354.36,1973.51,,,-3.4859200000000006,0.28984,-0.38297999999999993,3.5188519651158963
-18,4,-6,1726.69,1375.23,,,-3.24088,-0.45326000000000016,1.4427999999999999,3.5763696176430084
-18,8,-8,1087.1,1179.67,,,-3.1521000000000003,-0.6990000000000001,2.22512,3.921159831529442
-17,-9,-1,1509.76,1611.14,,,-3.3842,0.5786600000000001,-0.9125099999999999,3.5525105961418326
